Achternaam,Voornaam,Stud.Nr.,Vak1,Vak2,Vak3,Vak4,Vak5,
Abbing,Yanick,52311353,Analysemethoden_en_technieken,Data_Mining,Lineaire_Algebra,Software_engineering
Brink,Renze,5615125,Calculus_2,Kansrekenen_2,Webprogrammeren_en_databases,
Brinks,Nyncke,44940353,Kansrekenen_2,
Brinksma,Wulfert,49922855,Reflectie_op_de_digitale_cultuur,
Broeks,Ilyass,56815156,Analysemethoden_en_technieken,Bioinformatica,Zoeken_sturen_en_bewegen
Broer,Ethan,14671406,Algoritmen_en_complexiteit,Kansrekenen_2,Software_engineering,
Broerse,Tarah,62872965,Autonomous_Agents_2,Lineaire_Algebra
Bronsema,Devlin,23257088,Databases_2,Informatie_en_organsatieontwerp,Programmeren_in_Java_2,
Bruijnes,Sayfeddine,91196968,Data_Mining,Kansrekenen_2,Lineaire_Algebra,Programmeren_in_Java_2
Brunsveld,Virginie,5517869,Autonomous_Agents_2,Collectieve_Intelligentie,Databases_2,Lineaire_Algebra,Moderne_Databases,
Brusse,Angus,62736669,Databases_2,Netwerken_en_systeembeveiliging
Budel,Allan,87602030,Calculus_2,Heuristieken_2,Project_Genetic_Algorithms,
Buining,Wytske,86988337,Algoritmen_en_complexiteit,Compilerbouw,Databases_2,Programmeren_in_Java_2,Reflectie_op_de_digitale_cultuur,
Buizer,Rika,77636749,Informatie_en_organsatieontwerp,Kansrekenen_2,Technology_for_games,
Buter,Vivianne,86807027,Advanced_Heuristics,Calculus_2,Heuristieken_1,Programmeren_in_Java_2,Project_Numerical_Recipes,
Buth,Abdül,29718115,Architectuur_en_computerorganisatie,Informatie_en_organsatieontwerp
Buurma,Donné,54569540,Kansrekenen_2,Reflectie_op_de_digitale_cultuur
Caris,Lucienne,12077419,Algoritmen_en_complexiteit,Compilerbouw,Technology_for_games,
Çetin,Samyra,22826928,Bioinformatica,Programmeren_in_Java_2,Reflectie_op_de_digitale_cultuur,
Charité,Liana,60661905,Analysemethoden_en_technieken,Programmeren_in_Java_2,Reflectie_op_de_digitale_cultuur,
Christiaens,Yde,96054456,Bioinformatica,Calculus_2,Databases_2,Kansrekenen_2,Programmeren_in_Java_2,
Claassen,Hailey,13718298,Analysemethoden_en_technieken,Reflectie_op_de_digitale_cultuur,Software_engineering,
Cleven,Seyit,52304977,Heuristieken_2,
Coenen,Jorike,7957843,Compilerbouw,Netwerken_en_systeembeveiliging,Project_Numerical_Recipes,
Cooijmans,Laurentia,33760909,Calculus_2,Collectieve_Intelligentie,Heuristieken_2,
Corten,Mitzi,15911353,Compilerbouw,
Corvers,Jildou,24891081,Webprogrammeren_en_databases,
Cramer,Abdelouahid,5590289,Netwerken_en_systeembeveiliging,
Cramer,Hananja,27582862,Programmeren_in_Java_2,Software_engineering
Crombach,Jonas,65003379,Kansrekenen_2,
Curfs,Güven,27370083,Reflectie_op_de_digitale_cultuur,
Curvers,Everhard,17496687,Informatie_en_organsatieontwerp,
Daams,Amélie,15249775,Heuristieken_2,Programmeren_in_Java_2
Dams,Gradus,66701209,Compilerbouw,Project_Genetic_Algorithms
Dane,Goos,41644639,Compilerbouw_practicum,Project_Genetic_Algorithms,Zoeken_sturen_en_bewegen
de_Boon,Manuël,46701583,Algoritmen_en_complexiteit,Calculus_2,Machine_Learning,Programmeren_in_Java_2,Project_Genetic_Algorithms,
de_Hoogh,Albertien,58565406,Software_engineering,Technology_for_games
de_Jongste,Kathryn,19214659,Interactie_ontwerp,Project_Numerical_Recipes
de_Kanter,Anes,96082155,Moderne_Databases,
de_Kreij,Krijna,33946407,Zoeken_sturen_en_bewegen
de_Kuijer,Farhad,63573738,Netwerken_en_systeembeveiliging,Project_Numerical_Recipes
de_Leest,Janniek,66433883,Algoritmen_en_complexiteit,Programmeren_in_Java_2
de_Leest,Wieke,90743504,Lineaire_Algebra,
de_Looff,Yana,3727435,Software_engineering,
de_Olde,Alexandre,16011419,Lineaire_Algebra,
de_Olde,Müslüm,3678531,Calculus_2,Programmeren_in_Java_2
de_Smit,Ziggy,82968410,Heuristieken_2,
de_Snoo,Ça?la,51673172,Compilerbouw_practicum,Project_Genetic_Algorithms
de_Vreeze,Marije,64393888,Collectieve_Intelligentie,Programmeren_in_Java_2
de_Zoete,Linne,39919665,Kansrekenen_2,
Deniz,Quido,93566383,Interactie_ontwerp,Lineaire_Algebra,Programmeren_in_Java_2,
Diallo,Brigitta,50143947,Algoritmen_en_complexiteit,Collectieve_Intelligentie,Compilerbouw_practicum,Data_Mining,Software_engineering,
Dibbets,Boy,670011,Databases_2,Heuristieken_2,Lineaire_Algebra,Programmeren_in_Java_2
Dielen,Marjory,65978354,Calculus_2,
Dieperink,Pietro,76487754,Technology_for_games,
Dieters,André,57467488,Algoritmen_en_complexiteit,Databases_2,Heuristieken_1,Netwerken_en_systeembeveiliging
Doedens,Kelly,47932106,Calculus_2,Databases_2
Doeve,Winfried,37419523,Project_Numerical_Recipes,
Donselaar,Oumaima,19958553,Informatie_en_organsatieontwerp,
Doppenberg,Maruschka,53267490,Netwerken_en_systeembeveiliging,
Dröge,Siri,40911986,Project_Numerical_Recipes,
Droog,S?la,3168419,Advanced_Heuristics,Bioinformatica,Databases_2,
Droste,Ko,26260141,Algoritmen_en_complexiteit,Calculus_2,Software_engineering,
Duiveman,Doede,68315599,Compilerbouw,Informatie_en_organsatieontwerp,Moderne_Databases,Technology_for_games,Zoeken_sturen_en_bewegen
Dumoulin,Rintje,78822885,Analysemethoden_en_technieken,
Eeltink,Brecht,75599734,Compilerbouw,Software_engineering
Eggens,Wissal,4529208,Databases_2,Zoeken_sturen_en_bewegen,
Eggermont,Catharinus,31103066,Software_engineering,
Eisinga,Mattie,59075181,Heuristieken_1,Kansrekenen_2,Netwerken_en_systeembeveiliging,
Eissens,Ludovicus,59544049,Bioinformatica,Kansrekenen_2,Software_engineering,
Elberse,Pearl,59397895,Databases_2,
Elissen,Raven,33930505,Bioinformatica,Netwerken_en_systeembeveiliging
Elschot,Bauke,79033175,Compilerbouw,
Elschot,Geerten,31633723,Kansrekenen_2,Software_engineering
Ensink,Dinah,7492204,Kansrekenen_2,Programmeren_in_Java_2
Essink,Hande,1181560,Moderne_Databases,
Essink,Jaro,54772132,Compilerbouw,Netwerken_en_systeembeveiliging,Programmeren_in_Java_2,
Ester,Herwin,74131924,Autonomous_Agents_2,Bioinformatica,Data_Mining,
Fekkes,Jurrian,27298319,Algoritmen_en_complexiteit,Autonomous_Agents_2,Calculus_2,Zoeken_sturen_en_bewegen,
Fennis,Nurcan,66621166,Moderne_Databases,
Fleming,Antonius,65852230,Compilerbouw,
Florijn,Belle,14941752,Heuristieken_1,Project_Numerical_Recipes
Fokkens,Diemer,85335143,Analysemethoden_en_technieken,Bioinformatica,Calculus_2,Moderne_Databases,Technology_for_games,
Freriks,Ynze,37830626,Software_engineering,
Geboers,Nordin,45414528,Data_Mining,Programmeren_in_Java_2
Geelen,Bahattin,93041523,Technology_for_games,
Geers,Sohrab,87758823,Collectieve_Intelligentie,Lineaire_Algebra,Zoeken_sturen_en_bewegen
Geluk,Patric,67073567,Webprogrammeren_en_databases,
Gerritse,Eddy,18477924,Analysemethoden_en_technieken,
Gielissen,Deacon,11915563,Autonomous_Agents_2,Compilerbouw,Kansrekenen_2,Software_engineering
Giesen,Richenel,14637758,Analysemethoden_en_technieken,
Gijbels,Abdelkader,48308205,Compilerbouw,Lineaire_Algebra,Project_Numerical_Recipes,Technology_for_games
Gilsing,Marco,49219163,Moderne_Databases,
Gök,Maritte,78243495,Heuristieken_2,Moderne_Databases,Software_engineering,Webprogrammeren_en_databases
Goor,Rivelino,19337738,Data_Mining,
Grift,Umar,70113753,Autonomous_Agents_2,Programmeren_in_Java_2
Groote,Rijkje,4546613,Calculus_2,Interactie_ontwerp,Software_engineering,
Grooteman,Ünal,7106649,Heuristieken_2,Technology_for_games
Grootenboer,Yalda,72895450,Algoritmen_en_complexiteit,Compilerbouw,Project_Numerical_Recipes,Webprogrammeren_en_databases
Haalboom,Faruk,13132925,Databases_2,
Haanstra,Jetty,53139134,Calculus_2,
Haarman,Gabe,77264363,Technology_for_games,
Haas,Eylem,58332004,Databases_2,Informatie_en_organsatieontwerp,Kansrekenen_2,Moderne_Databases,Programmeren_in_Java_2,
Hamelink,Virgill,51593625,Programmeren_in_Java_2,Software_engineering
Hamers,Judi,14383795,Compilerbouw_practicum,Technology_for_games
Hamhuis,Olle,51472074,Compilerbouw_practicum,
Hamstra,Sahar,71839156,Compilerbouw_practicum,Heuristieken_1,Lineaire_Algebra,
Hartevelt,Ervin,20095994,Reflectie_op_de_digitale_cultuur,
Heijman,Berdina,14398123,Kansrekenen_2,Netwerken_en_systeembeveiliging,Project_Genetic_Algorithms,
Heijnen,Guus,6939933,Calculus_2,Project_Numerical_Recipes
Heikoop,Rosali,1048485,Netwerken_en_systeembeveiliging,Programmeren_in_Java_2,Software_engineering,
Heller,Mahmud,99453514,Data_Mining,Reflectie_op_de_digitale_cultuur
Hijdra,Sergio,38179241,Calculus_2,Interactie_ontwerp
Hilhorst,Bo,36508571,Autonomous_Agents_2,Lineaire_Algebra
Hoeksema,Dana,49683101,Architectuur_en_computerorganisatie,Compilerbouw,Machine_Learning,
Hoenderdos,Sverre,58480929,Analysemethoden_en_technieken,
Hofman,Anne_Jet,49908313,Webprogrammeren_en_databases,
Holstein,Johanne,535689,Compilerbouw_practicum,Netwerken_en_systeembeveiliging
Holt,Nesrin,5526560,Databases_2,Project_Genetic_Algorithms
Holtkamp,Florus,34900967,Analysemethoden_en_technieken,Programmeren_in_Java_2
Hoogerbrugge,Christal,43460038,Architectuur_en_computerorganisatie,Software_engineering,Webprogrammeren_en_databases,
Hooijmaijers,Esmée,62356458,Autonomous_Agents_2,Project_Numerical_Recipes,Software_engineering,
Hooiveld,Michal,87314964,Data_Mining,
Hoornstra,Catherine,10149535,Architectuur_en_computerorganisatie,Calculus_2,Lineaire_Algebra,Technology_for_games
Horstink,Tea,2317551,Compilerbouw,Programmeren_in_Java_2
Hospers,Wichard,31416266,Collectieve_Intelligentie,Lineaire_Algebra,Programmeren_in_Java_2,
Huibers,Kyra,41790793,Webprogrammeren_en_databases,
Hunting,Paulette,5298748,Bioinformatica,Reflectie_op_de_digitale_cultuur
Hup,Ytje,87210640,Heuristieken_1,
IJkema,Frédéric,77376714,Algoritmen_en_complexiteit,Moderne_Databases,Software_engineering,
Imthorn,Marnik,88597745,Programmeren_in_Java_2,Zoeken_sturen_en_bewegen,
Jackson,Geartsje,45660925,Heuristieken_1,
Jacob,Rino,91139627,Kansrekenen_2,
Jagersma,Faya,73823548,Calculus_2,Databases_2,Project_Numerical_Recipes,
Jak,Paulo,54540997,Databases_2,
Jama,Owen,28359697,Bioinformatica,Zoeken_sturen_en_bewegen,
Janga,Le,84524083,Compilerbouw,Heuristieken_2,Kansrekenen_2,Reflectie_op_de_digitale_cultuur
Jankie,Kyan,66122625,Data_Mining,Heuristieken_1
Jansema,Nikolas,21192048,Technology_for_games,
Jongbloed,Tamar,94467156,Kansrekenen_2,Machine_Learning,Programmeren_in_Java_2,Project_Genetic_Algorithms,Software_engineering,
Jongejan,Jenske,15902055,Algoritmen_en_complexiteit,Calculus_2,Collectieve_Intelligentie,Programmeren_in_Java_2
Jonkergouw,Aradhna,92496780,Technology_for_games,
Joris,Gerritjan,75585647,Calculus_2,Informatie_en_organsatieontwerp
Joseph,Maïssae,80709893,Lineaire_Algebra,Software_engineering
Kalpoe,Miko,10702778,Programmeren_in_Java_2,
Kalshoven,Chrystel,38499176,Compilerbouw_practicum,Kansrekenen_2,Lineaire_Algebra,Netwerken_en_systeembeveiliging,Programmeren_in_Java_2,
Kamp,Yaro,6249823,Technology_for_games,Webprogrammeren_en_databases
Kampers,Riana,92778619,Programmeren_in_Java_2,Reflectie_op_de_digitale_cultuur,Zoeken_sturen_en_bewegen
Kant,Juliëtte,75005528,Databases_2,Lineaire_Algebra,Project_Numerical_Recipes,
Karim,Esmé,3685034,Kansrekenen_2,Machine_Learning,Project_Numerical_Recipes,Reflectie_op_de_digitale_cultuur
Keijser,Devon,69634191,Interactie_ontwerp,
Kemps,Enya,58083680,Databases_2,
Kentie,Ceciel,33776961,Moderne_Databases,Programmeren_in_Java_2,Reflectie_op_de_digitale_cultuur,
Kersten,Thys,11459236,Compilerbouw_practicum,Informatie_en_organsatieontwerp
Kesteloo,Kimmy,34773179,Collectieve_Intelligentie,Project_Genetic_Algorithms
Keuken,Lysbeth,1766560,Compilerbouw,Moderne_Databases,Project_Numerical_Recipes,
Kienhuis,Rahim,99272880,Compilerbouw_practicum,Kansrekenen_2,Programmeren_in_Java_2,
Kivits,Sezen,59887191,Netwerken_en_systeembeveiliging,Zoeken_sturen_en_bewegen,
Klarenbeek,Ylse,62701040,Collectieve_Intelligentie,Informatie_en_organsatieontwerp,Programmeren_in_Java_2,
Klop,Adil,58040377,Calculus_2,Heuristieken_2,Programmeren_in_Java_2,
Knibbe,Danique,16097870,Analysemethoden_en_technieken,Autonomous_Agents_2,Calculus_2,Heuristieken_2,Lineaire_Algebra,
Knuiman,George,43689934,Compilerbouw,
Koelemij,Evelyn,10792879,Calculus_2,Compilerbouw,Kansrekenen_2,
Kol,Djura,43680781,Bioinformatica,Moderne_Databases,Reflectie_op_de_digitale_cultuur,Technology_for_games
Koning,Matz,48601268,Collectieve_Intelligentie,Software_engineering
Kooijmans,Nuriye,75997788,Advanced_Heuristics,Analysemethoden_en_technieken,Calculus_2,Heuristieken_1,Moderne_Databases,
Kooyman,Thijn,88855695,Calculus_2,Compilerbouw
Koppers,Yee,81155296,Calculus_2,Interactie_ontwerp
Kops,Eveline,47260040,Compilerbouw_practicum,
Korbee,Titia,86291592,Collectieve_Intelligentie,Compilerbouw,Netwerken_en_systeembeveiliging,Programmeren_in_Java_2,Project_Numerical_Recipes,
Korpershoek,Djuri,27241113,Moderne_Databases,
Korte,Gineke,13798030,Architectuur_en_computerorganisatie,
Kortlever,Sharen,51542218,Analysemethoden_en_technieken,Databases_2,Kansrekenen_2,
Kost,Remon,87900893,Calculus_2,Data_Mining
Koudijs,Cherissa,96118484,Lineaire_Algebra,
Krabbe,Fynn,21677389,Interactie_ontwerp,Netwerken_en_systeembeveiliging
Kreijkes,Nikie,34588570,Lineaire_Algebra,
Krikke,Do?ukan,1695839,Compilerbouw_practicum,
Kroonen,Corry,247918,Bioinformatica,Databases_2
Kropman,Ngoc,38329455,Kansrekenen_2,
Kros,Vincent,22699561,Collectieve_Intelligentie,
Kuijpers,Resul,54026378,Autonomous_Agents_2,Bioinformatica,Software_engineering,
Kwantes,Machteld,97417002,Heuristieken_1,
Kwee,Esperanza,79366078,Kansrekenen_2,
Lagendijk,Nadeem,78735049,Calculus_2,Kansrekenen_2
Laman,Christianus,14303208,Calculus_2,Compilerbouw_practicum,Webprogrammeren_en_databases,
Lamme,Mathyn,31897288,Heuristieken_1,Heuristieken_2
Lantinga,Buck,23547619,Advanced_Heuristics,Collectieve_Intelligentie,Interactie_ontwerp,Technology_for_games,Zoeken_sturen_en_bewegen
Lathouwers,Hanan,11068043,Bioinformatica,Compilerbouw_practicum,Project_Numerical_Recipes,Software_engineering
Lathouwers,Mouna,29526540,Bioinformatica,Databases_2,Moderne_Databases,
Lau,Yvan,79937969,Lineaire_Algebra,
Laurijssen,Seyed,62613937,Advanced_Heuristics,Analysemethoden_en_technieken
Leemburg,Mellisa,47477884,Advanced_Heuristics,Calculus_2,Databases_2,Programmeren_in_Java_2
Leidelmeijer,Rein,36527838,Lineaire_Algebra,Moderne_Databases,Zoeken_sturen_en_bewegen
Leijen,Björn,3233378,Collectieve_Intelligentie,Software_engineering
Leijenaar,Jory,25994016,Compilerbouw_practicum,Project_Genetic_Algorithms
Lemaire,Haroun,44868097,Bioinformatica,Calculus_2,Software_engineering,
Lems,Nadège,77960666,Databases_2,Programmeren_in_Java_2,Reflectie_op_de_digitale_cultuur,
Lentz,Sanne,40434933,Architectuur_en_computerorganisatie,Databases_2,Technology_for_games,Webprogrammeren_en_databases
Levels,Federico,13911001,Compilerbouw,Compilerbouw_practicum,Moderne_Databases,
Liebregts,Chi,88596522,Algoritmen_en_complexiteit,Compilerbouw_practicum
Lima,Maurice,74361881,Compilerbouw_practicum,Project_Genetic_Algorithms
Lindhout,Hetty,1696500,Collectieve_Intelligentie,Heuristieken_1,Netwerken_en_systeembeveiliging,
Loeffen,Dingenus,16912993,Netwerken_en_systeembeveiliging,
Lohuis,Wannes,76802764,Compilerbouw,
Looij,Malcolm,56872729,Calculus_2,Databases_2,Lineaire_Algebra,
Lopez,Fredrika,21095566,Algoritmen_en_complexiteit,Software_engineering
Lugthart,Sherwin,77306636,Calculus_2,
Luten,Yi,63634350,Calculus_2,Compilerbouw_practicum,Heuristieken_2,Kansrekenen_2,Programmeren_in_Java_2,
Luth,Mathé,97838175,Analysemethoden_en_technieken,Zoeken_sturen_en_bewegen,
Machielsen,Pim,51186803,Kansrekenen_2,
Majoor,Valéry,58522654,Bioinformatica,Collectieve_Intelligentie,Compilerbouw,Kansrekenen_2
Malestein,Dorenda,42115591,Analysemethoden_en_technieken,Kansrekenen_2,Lineaire_Algebra,Software_engineering
Melis,Noelle,55480737,Project_Genetic_Algorithms,
Menke,Noud,44391517,Compilerbouw,Programmeren_in_Java_2,Zoeken_sturen_en_bewegen
Metselaar,Bodie,24613625,Bioinformatica,Compilerbouw,Project_Genetic_Algorithms,
Metzelaar,Miquel,86000192,Calculus_2,Collectieve_Intelligentie,Programmeren_in_Java_2,
Meulmeester,Roan,68409833,Autonomous_Agents_2,Lineaire_Algebra,Project_Genetic_Algorithms,Software_engineering
Middel,Myron,72683344,Advanced_Heuristics,Architectuur_en_computerorganisatie
Miedema,Maron,99283252,Moderne_Databases,Project_Genetic_Algorithms,Software_engineering,
Mijnheer,Marcellus,4783858,Calculus_2,Collectieve_Intelligentie,Heuristieken_1,Software_engineering
Milder,Eyup,75623387,Calculus_2,
Milder,Oliver,27925117,Architectuur_en_computerorganisatie,Calculus_2,Heuristieken_2,Project_Genetic_Algorithms
Modderkolk,Jo_Anne,56749879,Bioinformatica,Databases_2,Heuristieken_1,Kansrekenen_2,Programmeren_in_Java_2,
Modderkolk,Jorren,72577292,Advanced_Heuristics,Architectuur_en_computerorganisatie,Collectieve_Intelligentie,Webprogrammeren_en_databases
Moes,Lisse,53585410,Algoritmen_en_complexiteit,Calculus_2,Compilerbouw_practicum,Programmeren_in_Java_2
Moeskops,Antonetta,26857113,Machine_Learning,Programmeren_in_Java_2
Mok,Lamia,84110134,Kansrekenen_2,Project_Numerical_Recipes,Software_engineering,
Mol,Sonny,44671041,Programmeren_in_Java_2,Software_engineering
Mullenders,Shannon,54310617,Collectieve_Intelligentie,Kansrekenen_2
Munsters,Doetje,10872825,Kansrekenen_2,
Mutsaers,Callista,64418623,Compilerbouw_practicum,
Nagel,Claudine,63096281,Programmeren_in_Java_2,
Neve,Fauve,70336464,Technology_for_games,
Nieman,Randell,4697362,Technology_for_games,
Nieuwenhuizen,Jurrit,1137946,Webprogrammeren_en_databases,
Niezen,Inas,67817269,Algoritmen_en_complexiteit,
Nijs,Vesna,51650744,Moderne_Databases,
Noordhuis,Harry,72586808,Analysemethoden_en_technieken,Netwerken_en_systeembeveiliging
Noordzij,Juliët,46570285,Calculus_2,Kansrekenen_2,Moderne_Databases,
Noot,Henricus,88519892,Programmeren_in_Java_2,
Notermans,Inger,13092455,Collectieve_Intelligentie,Databases_2,Project_Numerical_Recipes,Reflectie_op_de_digitale_cultuur
Nuiten,Geurt,61060652,Heuristieken_1,Lineaire_Algebra,Software_engineering,
Numan,Lee,40141996,Calculus_2,Databases_2
Odijk,Rieke,30658799,Compilerbouw,Moderne_Databases
Okkerse,Seb,90067329,Machine_Learning,
Ooijen,Steijn,86180471,Calculus_2,Databases_2,Project_Genetic_Algorithms,
Oosterbeek,Rins,13116738,Data_Mining,Informatie_en_organsatieontwerp,Zoeken_sturen_en_bewegen
Oosterbroek,Lilly,13210212,Zoeken_sturen_en_bewegen
Oostvogels,Romaisa,22731474,Bioinformatica,Heuristieken_2,Kansrekenen_2,Project_Numerical_Recipes
Overbeeke,Casimir,17575088,Collectieve_Intelligentie,
Paauwe,Shakir,30195935,Bioinformatica,Netwerken_en_systeembeveiliging
Paijmans,Redouane,75664412,Compilerbouw,Netwerken_en_systeembeveiliging,Technology_for_games,
Panman,Loulou,79888156,Calculus_2,
Pastoor,Farah,3407554,Compilerbouw,Compilerbouw_practicum
Pater,Vincentius,34765676,Algoritmen_en_complexiteit,Heuristieken_2,Interactie_ontwerp,
Paulissen,Solane,1665980,Algoritmen_en_complexiteit,Collectieve_Intelligentie,Compilerbouw_practicum,
Peijs,Xander,96104167,Collectieve_Intelligentie,
Pelders,Heba,75680261,Project_Genetic_Algorithms,
Pereira,Luca,23798155,Analysemethoden_en_technieken,Architectuur_en_computerorganisatie,Kansrekenen_2,Machine_Learning
Philippi,Ilana,58866007,Architectuur_en_computerorganisatie,Lineaire_Algebra
Philips,Kaoutar,20883994,Advanced_Heuristics,Bioinformatica,Kansrekenen_2,
Piek,Rémy,5976174,Algoritmen_en_complexiteit,Heuristieken_2,Machine_Learning,Software_engineering
Plaizier,Wijntje,85284256,Netwerken_en_systeembeveiliging,Programmeren_in_Java_2
Planken,Giedo,47605891,Kansrekenen_2,
Plasman,Nathanaël,2416751,Programmeren_in_Java_2,Webprogrammeren_en_databases
Pleiter,Matthijs,77240949,Collectieve_Intelligentie,Kansrekenen_2,Machine_Learning,
Poepjes,Zahir,31247305,Kansrekenen_2,Netwerken_en_systeembeveiliging,Software_engineering,
Poldervaart,Gustaaf,58253841,Calculus_2,Project_Genetic_Algorithms,Zoeken_sturen_en_bewegen
Polfliet,Rafaela,72665524,Advanced_Heuristics,Calculus_2,Compilerbouw_practicum,Netwerken_en_systeembeveiliging
Popma,Stephano,34872117,Architectuur_en_computerorganisatie,Compilerbouw,Databases_2,
Postuma,Timo,36903574,Algoritmen_en_complexiteit,Heuristieken_1,Kansrekenen_2,Netwerken_en_systeembeveiliging,Programmeren_in_Java_2,
Potgieter,Desireé,64947290,Algoritmen_en_complexiteit,Databases_2,Programmeren_in_Java_2,
Pothuizen,Aart,27950803,Compilerbouw,Project_Genetic_Algorithms,Reflectie_op_de_digitale_cultuur,Software_engineering
Pothuizen,Mink,85236626,Heuristieken_2,Machine_Learning,Programmeren_in_Java_2,
Potman,Genesis,123355,Netwerken_en_systeembeveiliging,
Prevoo,Hendrik_Jan,27805666,Reflectie_op_de_digitale_cultuur,
Prinssen,Annigje,3883025,Moderne_Databases,Netwerken_en_systeembeveiliging
Pruijmboom,Javier,82412626,Calculus_2,
Putters,André,37110913,Autonomous_Agents_2,Data_Mining,Heuristieken_1,Reflectie_op_de_digitale_cultuur,Technology_for_games,
Putters,Luciana,61611295,Autonomous_Agents_2,
Quik,Semiha,32044893,Project_Numerical_Recipes,Reflectie_op_de_digitale_cultuur
Raaijmakers,Haiko,38296757,Calculus_2,Machine_Learning,Reflectie_op_de_digitale_cultuur,
Ramcharan,Erdal,25077484,Databases_2,Project_Genetic_Algorithms
